,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
5,Career,Western Illinois,,117,59.0,600.0,17.9,44.7,0.401,6.4,14.1,0.45299999999999996,11.5,30.6,0.377,8.7,11.7,0.7490000000000001,15.5,11.1,3.7,0.3,6.9,9.3,56.1,Cory Fosdyck
0,1992-93,Arizona State,Pac-10,4,,,,,1.0,,,,,,1.0,,,,,,,,,,,Josh Foshie
1,Career,Arizona State,,4,,,,,1.0,,,,,,1.0,,,,,,,,,,,Josh Foshie
0,1992-93,James Madison,CAA,8,0,14.0,2.9,8.6,0.33299999999999996,2.9,8.6,0.33299999999999996,0.0,0.0,,0.0,0.0,,8.6,2.9,2.9,2.9,8.6,5.7,5.7,David Foskuhl
1,Career,James Madison,,8,0,14.0,2.9,8.6,0.33299999999999996,2.9,8.6,0.33299999999999996,0.0,0.0,,0.0,0.0,,8.6,2.9,2.9,2.9,8.6,5.7,5.7,David Foskuhl
0,2002-03,Colgate,Patriot,12,0,71.0,3.9,9.0,0.43799999999999994,3.9,6.8,0.583,0.0,2.3,0.0,2.3,4.5,0.5,8.5,1.1,1.7,0.6,3.4,3.4,10.1,Jon Foss
1,2003-04,Colgate,Patriot,25,0,226.0,3.7,9.0,0.41200000000000003,3.2,7.8,0.409,0.5,1.2,0.429,2.7,5.5,0.484,8.0,1.6,0.7,0.7,2.3,5.0,10.6,Jon Foss
2,2004-05,Colgate,Patriot,26,2,372.0,3.3,6.3,0.525,3.3,5.7,0.585,0.0,0.6,0.0,4.3,6.3,0.6779999999999999,6.9,2.3,0.9,0.8,2.7,5.9,11.0,Jon Foss
3,2005-06,Colgate,Patriot,26,7,367.0,5.0,10.2,0.489,4.5,8.7,0.513,0.5,1.5,0.35700000000000004,1.9,3.3,0.5670000000000001,8.1,1.4,1.0,0.5,3.3,4.5,12.4,Jon Foss
4,Career,Colgate,,89,9,1036.0,4.1,8.5,0.47700000000000004,3.7,7.3,0.513,0.3,1.2,0.258,2.9,4.9,0.594,7.6,1.7,0.9,0.7,2.9,5.0,11.4,Jon Foss
0,2004-05,Northern Arizona,Big Sky,1,1,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,Grant Fossum
1,Career,Northern Arizona,,1,1,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,Grant Fossum
0,2004-05,Oklahoma,Big 12,8,0,11.0,3.6,18.2,0.2,0.0,7.3,0.0,3.6,10.9,0.33299999999999996,0.0,0.0,,7.3,0.0,3.6,0.0,0.0,7.3,10.9,Aaron Foster
1,Career,Oklahoma,,8,0,11.0,3.6,18.2,0.2,0.0,7.3,0.0,3.6,10.9,0.33299999999999996,0.0,0.0,,7.3,0.0,3.6,0.0,0.0,7.3,10.9,Aaron Foster
0,2013-14,Texas Tech,Big 12,25,0,182.0,4.2,7.9,0.528,4.2,7.9,0.528,0.0,0.0,,1.8,2.6,0.667,8.4,0.2,0.2,1.1,1.8,5.9,10.1,Alex Foster
1,2014-15,Texas Tech,Big 12,23,1,139.0,2.9,5.5,0.526,2.9,5.5,0.526,0.0,0.0,,0.9,4.0,0.214,5.2,0.9,0.0,1.7,4.0,6.0,6.6,Alex Foster
2,2016-17,Bradley,MVC,19,2,103.0,6.2,11.3,0.552,6.2,11.3,0.552,0.0,0.0,,2.7,5.8,0.467,8.2,0.4,0.0,1.9,3.5,6.6,15.1,Alex Foster
3,2017-18,Albany (NY),AEC,32,1,482.0,4.9,9.1,0.536,4.9,9.0,0.541,0.0,0.1,0.0,2.5,4.8,0.517,12.5,0.7,1.1,2.5,2.9,5.8,12.3,Alex Foster
4,Career,Overall,,99,4,906.0,4.6,8.6,0.536,4.6,8.5,0.539,0.0,0.0,0.0,2.1,4.4,0.485,10.1,0.6,0.6,2.0,2.9,6.0,11.3,Alex Foster
5,,Texas Tech,,48,1,321.0,3.6,6.9,0.527,3.6,6.9,0.527,0.0,0.0,,1.4,3.2,0.423,7.0,0.5,0.1,1.4,2.7,6.0,8.6,Alex Foster
6,,Bradley,,19,2,103.0,6.2,11.3,0.552,6.2,11.3,0.552,0.0,0.0,,2.7,5.8,0.467,8.2,0.4,0.0,1.9,3.5,6.6,15.1,Alex Foster
7,,Albany (NY),,32,1,482.0,4.9,9.1,0.536,4.9,9.0,0.541,0.0,0.1,0.0,2.5,4.8,0.517,12.5,0.7,1.1,2.5,2.9,5.8,12.3,Alex Foster
0,2012-13,Portland State,Big Sky,10,0,59.0,1.4,2.7,0.5,1.4,2.7,0.5,0.0,0.0,,0.0,0.0,,0.7,3.4,0.0,0.0,1.4,6.8,2.7,Alyx Foster
1,2013-14,Portland State,Big Sky,31,0,259.0,1.2,2.9,0.42100000000000004,0.6,1.5,0.4,0.6,1.4,0.444,1.2,2.2,0.5710000000000001,5.4,0.9,0.9,0.2,1.1,7.1,4.3,Alyx Foster
2,Career,Portland State,,41,0,318.0,1.3,2.9,0.435,0.8,1.8,0.429,0.5,1.1,0.444,1.0,1.8,0.5710000000000001,4.5,1.4,0.8,0.1,1.1,7.0,4.0,Alyx Foster
0,1992-93,South Alabama,Sun Belt,28,28,755.0,4.3,10.6,0.40299999999999997,4.0,9.3,0.43200000000000005,0.3,1.3,0.2,1.9,2.7,0.706,6.0,4.3,1.5,0.1,3.3,2.8,10.8,Anthony Foster
1,1993-94,South Alabama,Sun Belt,27,18,787.0,4.4,10.5,0.42200000000000004,3.7,7.7,0.47700000000000004,0.8,2.8,0.273,2.6,4.0,0.667,5.5,4.5,1.6,0.2,3.9,2.1,12.2,Anthony Foster
2,1994-95,South Alabama,Sun Belt,27,27,856.0,7.3,17.3,0.423,6.6,14.1,0.47200000000000003,0.7,3.3,0.214,3.7,5.0,0.755,5.3,9.5,1.6,0.0,5.3,2.8,19.1,Anthony Foster
3,Career,South Alabama,,82,73,2398.0,5.4,13.0,0.418,4.8,10.5,0.462,0.6,2.5,0.233,2.8,3.9,0.715,5.6,6.2,1.6,0.1,4.2,2.6,14.2,Anthony Foster
0,2000-01,UT-Martin,OVC,28,22,,,,0.522,,,0.528,,,0.0,,,0.517,,,,,,,,Brian Foster
1,2001-02,UT-Martin,OVC,29,28,875.0,7.4,15.5,0.479,7.4,15.5,0.479,0.0,0.0,,3.8,5.8,0.667,8.6,2.4,1.6,0.3,2.6,2.0,18.7,Brian Foster
2,Career,UT-Martin,,57,50,875.0,14.9,29.7,0.5,14.9,29.6,0.502,0.0,0.1,0.0,6.6,11.2,0.594,14.9,4.7,2.6,0.3,5.2,3.9,36.3,Brian Foster
0,2004-05,UNC,ACC,5,0,9.0,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,4.4,13.3,0.33299999999999996,4.4,4.4,8.9,0.0,4.4,17.8,4.4,Brooks Foster
1,Career,UNC,,5,0,9.0,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,4.4,13.3,0.33299999999999996,4.4,4.4,8.9,0.0,4.4,17.8,4.4,Brooks Foster
0,2014-15,Arkansas State,Sun Belt,22,9,312.0,1.9,6.5,0.294,1.5,4.5,0.34299999999999997,0.4,2.1,0.188,2.3,3.6,0.643,2.9,1.8,0.4,0.1,2.3,3.8,6.5,C.J. Foster
1,2016-17,Arkansas State,Sun Belt,32,32,618.0,3.4,7.2,0.46799999999999997,2.5,4.3,0.5820000000000001,0.8,2.8,0.295,2.1,3.6,0.5820000000000001,4.6,1.7,0.8,0.3,2.2,4.6,9.6,C.J. Foster
2,2017-18,Arkansas State,Sun Belt,8,2,111.0,1.8,5.8,0.313,0.7,1.8,0.4,1.1,4.0,0.273,1.8,3.6,0.5,4.3,2.2,0.0,0.4,4.0,5.0,6.5,C.J. Foster
3,Career,Arkansas State,,62,43,1041.0,2.8,6.8,0.40399999999999997,2.0,4.1,0.495,0.7,2.7,0.268,2.1,3.6,0.591,4.1,1.8,0.6,0.3,2.4,4.4,8.4,C.J. Foster
0,1993-94,Alcorn State,SWAC,25,,,,,0.39799999999999996,,,0.397,,,0.39799999999999996,,,0.523,,,,,,,,Cedric Foster
1,1994-95,Alcorn State,SWAC,23,20.0,736.0,6.3,19.9,0.313,2.3,9.0,0.255,4.0,11.0,0.361,1.3,1.8,0.727,3.8,3.4,2.1,0.2,3.0,2.4,17.8,Cedric Foster
2,1996-97,Mississippi Valley State,SWAC,29,,774.0,4.9,15.6,0.311,1.1,3.5,0.32799999999999996,3.7,12.1,0.306,1.9,2.7,0.679,5.1,3.7,2.4,0.1,,,15.3,Cedric Foster
3,1997-98,Mississippi Valley State,SWAC,22,,,,,0.325,,,0.32899999999999996,,,0.32299999999999995,,,0.81,,,,,,,,Cedric Foster
4,Career,Overall,,99,20.0,1510.0,11.5,34.4,0.335,4.0,12.3,0.325,7.5,22.1,0.34,3.7,5.5,0.675,8.6,5.7,4.0,0.2,,,34.3,Cedric Foster
5,,Alcorn State,,48,20.0,736.0,12.5,35.7,0.35100000000000003,5.7,17.4,0.324,6.8,18.2,0.376,3.2,5.3,0.5920000000000001,7.3,6.1,3.5,0.3,,,35.0,Cedric Foster
6,,Mississippi Valley State,,51,,774.0,10.6,33.3,0.318,2.4,7.4,0.32899999999999996,8.2,25.9,0.315,4.3,5.7,0.748,9.8,5.4,4.4,0.2,,,33.6,Cedric Foster
0,2015-16,East Carolina,AAC,21,0,116.0,5.9,13.4,0.436,2.8,4.1,0.667,3.1,9.3,0.33299999999999996,1.0,2.1,0.5,2.8,2.1,0.3,0.0,4.5,4.1,15.9,Charles Foster
1,Career,East Carolina,,21,0,116.0,5.9,13.4,0.436,2.8,4.1,0.667,3.1,9.3,0.33299999999999996,1.0,2.1,0.5,2.8,2.1,0.3,0.0,4.5,4.1,15.9,Charles Foster
0,2014-15,San Francisco,WCC,9,0,38.0,3.2,14.7,0.214,2.1,6.3,0.33299999999999996,1.1,8.4,0.125,2.1,4.2,0.5,8.4,1.1,0.0,0.0,3.2,5.3,9.5,Chase Foster
1,2015-16,San Francisco,WCC,30,13,526.0,3.4,8.9,0.385,1.4,3.1,0.439,2.1,5.8,0.355,1.2,1.8,0.667,4.0,1.9,0.7,0.1,1.3,4.0,10.1,Chase Foster
2,2016-17,San Francisco,WCC,33,17,735.0,6.2,13.6,0.456,3.5,6.8,0.512,2.7,6.8,0.4,3.0,3.8,0.8,6.1,2.1,1.0,0.4,2.0,3.2,18.2,Chase Foster
3,2017-18,San Francisco,WCC,36,28,944.0,5.4,13.2,0.408,2.9,6.4,0.45399999999999996,2.5,6.7,0.365,2.6,3.5,0.747,6.4,2.6,0.9,0.3,2.5,2.8,15.8,Chase Foster
4,Career,San Francisco,,108,58,2243.0,5.2,12.3,0.418,2.7,5.8,0.47200000000000003,2.4,6.6,0.37,2.4,3.2,0.7509999999999999,5.8,2.2,0.9,0.3,2.1,3.2,15.2,Chase Foster
0,2003-04,Georgia Southern,Southern,8,0,48.0,5.0,19.2,0.261,5.0,19.2,0.261,0.0,0.0,,6.7,9.2,0.727,12.5,0.0,2.5,3.3,2.5,5.0,16.7,Chris Foster
1,2004-05,Georgia Southern,Southern,9,0,33.0,6.1,18.2,0.33299999999999996,6.1,18.2,0.33299999999999996,0.0,0.0,,4.8,9.7,0.5,9.7,0.0,2.4,0.0,8.5,10.9,17.0,Chris Foster
2,Career,Georgia Southern,,17,0,81.0,5.4,18.8,0.289,5.4,18.8,0.289,0.0,0.0,,5.9,9.4,0.632,11.4,0.0,2.5,2.0,4.9,7.4,16.8,Chris Foster
0,2000-01,Northern Iowa,MVC,6,0,52.0,4.6,10.8,0.429,2.3,5.4,0.429,2.3,5.4,0.429,0.8,0.8,1.0,3.1,3.1,0.8,0.8,5.4,1.5,12.3,Chris Foster
1,2001-02,Northern Iowa,MVC,29,24,820.0,6.2,15.7,0.39399999999999996,3.4,8.0,0.418,2.8,7.7,0.369,2.5,3.4,0.754,3.3,4.2,2.1,0.5,2.9,3.4,17.8,Chris Foster
2,2002-03,Northern Iowa,MVC,27,26,725.0,4.7,12.8,0.366,3.0,7.1,0.419,1.7,5.7,0.301,2.8,4.2,0.6579999999999999,3.1,6.5,1.4,0.1,4.5,3.0,13.8,Chris Foster
3,2003-04,Northern Iowa,MVC,26,3,546.0,4.5,12.9,0.35200000000000004,2.6,7.0,0.375,1.9,5.9,0.325,4.5,6.4,0.705,2.1,5.1,1.5,0.2,4.4,2.8,15.5,Chris Foster
4,2004-05,Northern Iowa,MVC,32,4,648.0,3.7,9.4,0.392,2.1,4.8,0.436,1.6,4.6,0.34700000000000003,2.3,3.0,0.792,3.1,5.7,1.2,0.1,2.8,3.6,11.4,Chris Foster
5,Career,Northern Iowa,,120,57,2791.0,4.9,12.9,0.379,2.8,6.8,0.413,2.1,6.0,0.341,2.9,4.0,0.72,3.0,5.3,1.6,0.2,3.6,3.2,14.7,Chris Foster
0,1996-97,Boston College,Big East,10,0,31.0,5.2,12.9,0.4,5.2,9.0,0.5710000000000001,0.0,3.9,0.0,1.3,2.6,0.5,5.2,0.0,1.3,0.0,2.6,2.6,11.6,Damien Foster
1,1997-98,Boston College,Big East,6,2,43.0,2.8,7.4,0.375,2.8,4.7,0.6,0.0,2.8,0.0,2.8,6.5,0.429,8.4,0.9,0.0,0.9,3.7,1.9,8.4,Damien Foster
2,1999-00,Buffalo,MAC,27,27,,,,0.355,,,0.413,,,0.28600000000000003,,,0.644,,,,,,,,Damien Foster
3,2000-01,Buffalo,MAC,28,21,,,,0.387,,,0.39399999999999996,,,0.38299999999999995,,,0.635,,,,,,,,Damien Foster
4,Career,Overall,,71,50,74.0,111.4,300.0,0.371,57.3,138.4,0.414,54.1,161.6,0.33399999999999996,55.1,87.6,0.63,97.8,37.3,23.8,6.5,30.3,29.2,331.9,Damien Foster
5,,Boston College,,16,2,74.0,3.8,9.7,0.389,3.8,6.5,0.583,0.0,3.2,0.0,2.2,4.9,0.444,7.0,0.5,0.5,0.5,3.2,2.2,9.7,Damien Foster
6,,Buffalo,,55,48,,,,0.371,,,0.406,,,0.341,,,0.6409999999999999,,,,,,,,Damien Foster
0,2020-21,Nevada,MWC,11,8,257.0,2.8,5.8,0.486,2.0,4.0,0.5,0.8,1.7,0.455,0.9,1.9,0.5,5.3,2.3,0.9,0.3,2.8,5.9,7.3,Daniel Foster
1,Career,Nevada,,11,8,257.0,2.8,5.8,0.486,2.0,4.0,0.5,0.8,1.7,0.455,0.9,1.9,0.5,5.3,2.3,0.9,0.3,2.8,5.9,7.3,Daniel Foster
0,2006-07,Utah,MWC,20,0,94.0,3.0,7.7,0.389,3.0,7.7,0.389,0.0,0.0,,2.1,4.3,0.5,6.4,1.3,0.4,2.1,4.7,5.5,8.1,David Foster
1,2009-10,Utah,MWC,29,29,628.0,3.5,6.7,0.524,3.5,6.7,0.524,0.0,0.0,,1.6,2.9,0.5429999999999999,8.9,1.3,0.4,7.3,1.7,4.5,8.6,David Foster
2,2010-11,Utah,MWC,31,18,627.0,2.5,5.1,0.488,2.5,5.1,0.488,0.0,0.0,,0.7,1.5,0.45799999999999996,10.2,1.0,0.6,6.3,2.3,5.4,5.7,David Foster
3,Career,Utah,,80,47,1349.0,3.0,6.0,0.498,3.0,6.0,0.498,0.0,0.0,,1.2,2.4,0.513,9.3,1.2,0.5,6.5,2.2,5.0,7.2,David Foster
0,1993-94,Wagner,NEC,5,0.0,25.0,6.4,6.4,1.0,6.4,6.4,1.0,0.0,0.0,,1.6,4.8,0.33299999999999996,9.6,0.0,1.6,0.0,0.0,6.4,14.4,David Foster
1,1994-95,Wagner,NEC,26,0.0,216.0,3.3,5.7,0.581,2.8,4.8,0.5770000000000001,0.6,0.9,0.6,1.1,1.9,0.6,6.9,0.6,0.9,1.9,1.7,7.8,8.3,David Foster
2,1995-96,Wagner,NEC,13,,,,,0.267,,,0.267,,,,,,1.0,,,,,,,,David Foster
3,1996-97,Wagner,NEC,25,,,,,0.386,,,0.33299999999999996,,,0.615,,,0.813,,,,,,,,David Foster
4,Career,Wagner,,69,0.0,241.0,8.8,19.9,0.442,7.0,16.9,0.41200000000000003,1.8,3.0,0.611,6.5,8.5,0.765,17.9,1.2,2.2,4.6,1.5,7.6,25.9,David Foster
0,2018-19,Troy,Sun Belt,18,2,150.0,4.8,10.4,0.462,4.0,6.4,0.625,0.8,4.0,0.2,2.7,3.5,0.769,10.9,0.8,1.3,1.6,3.2,6.4,13.1,Devante Foster
1,Career,Troy,,18,2,150.0,4.8,10.4,0.462,4.0,6.4,0.625,0.8,4.0,0.2,2.7,3.5,0.769,10.9,0.8,1.3,1.6,3.2,6.4,13.1,Devante Foster
0,2014-15,Penn State,Big Ten,19,0,243.0,3.1,5.4,0.5760000000000001,2.8,4.6,0.607,0.3,0.8,0.4,2.0,3.1,0.632,6.3,1.8,1.0,0.2,2.5,3.5,8.6,Devin Foster
1,2015-16,Penn State,Big Ten,31,4,588.0,2.9,6.5,0.45299999999999996,2.2,4.9,0.45799999999999996,0.7,1.6,0.435,1.9,3.3,0.583,5.0,2.4,0.7,0.1,1.7,4.2,8.4,Devin Foster
2,Career,Penn State,,50,4,831.0,3.0,6.2,0.484,2.4,4.8,0.5,0.6,1.3,0.429,1.9,3.2,0.597,5.4,2.3,0.8,0.1,1.9,4.0,8.5,Devin Foster
0,2008-09,Detroit,Horizon,29,12,481.0,3.3,10.2,0.325,2.5,6.3,0.395,0.8,3.9,0.213,2.1,2.7,0.7809999999999999,2.8,2.8,1.4,0.2,3.1,4.4,9.6,Donavan Foster
1,2009-10,Detroit,Horizon,32,0,430.0,4.3,10.3,0.414,3.1,7.6,0.402,1.2,2.7,0.44799999999999995,2.7,4.1,0.659,4.9,3.9,2.1,0.0,3.4,3.5,12.5,Donavan Foster
2,2010-11,Detroit,Horizon,33,1,628.0,3.6,9.2,0.386,2.9,7.1,0.405,0.7,2.2,0.324,2.4,4.1,0.585,3.9,3.9,2.6,0.1,3.2,3.9,10.3,Donavan Foster
3,2011-12,Detroit,Horizon,34,1,601.0,2.9,8.0,0.358,2.4,6.3,0.379,0.5,1.7,0.28,1.7,3.0,0.578,2.2,3.7,1.9,0.2,2.3,3.9,7.9,Donavan Foster
4,Career,Detroit,,128,14,2140.0,3.5,9.3,0.371,2.7,6.8,0.396,0.8,2.5,0.304,2.2,3.5,0.634,3.4,3.6,2.0,0.1,3.0,3.9,9.9,Donavan Foster
0,1992-93,UCF,TAAC,23,10,371.0,5.5,11.3,0.486,5.2,9.4,0.552,0.3,1.9,0.16699999999999998,2.2,3.5,0.625,5.7,3.2,1.1,0.1,3.9,3.1,13.5,Eddie Foster
1,1993-94,UCF,TAAC,28,2,312.0,4.0,9.6,0.413,3.8,9.1,0.423,0.1,0.5,0.25,2.7,4.0,0.677,6.9,3.5,1.2,1.2,2.7,2.9,10.8,Eddie Foster
2,Career,UCF,,51,12,683.0,4.8,10.5,0.456,4.6,9.3,0.494,0.2,1.3,0.182,2.4,3.7,0.6509999999999999,6.3,3.3,1.1,0.6,3.3,3.0,12.2,Eddie Foster
0,2014-15,Nevada,MWC,21,0,133.0,2.4,5.1,0.47100000000000003,2.4,5.1,0.47100000000000003,0.0,0.0,,0.9,0.9,1.0,10.5,0.6,0.6,0.0,0.9,6.0,5.7,Elijah Foster
1,2015-16,Nevada,MWC,36,32,584.0,2.7,5.8,0.46399999999999997,2.7,5.8,0.46399999999999997,0.0,0.0,,1.6,2.5,0.649,9.1,1.7,0.7,0.8,2.3,5.6,7.0,Elijah Foster
2,2016-17,Nevada,MWC,7,7,225.0,5.7,9.2,0.615,5.7,9.2,0.615,0.0,0.0,,3.6,4.3,0.833,9.2,1.2,0.5,0.2,1.8,3.9,14.9,Elijah Foster
3,2017-18,Nevada,MWC,32,5,210.0,3.2,8.0,0.405,3.2,7.6,0.425,0.0,0.4,0.0,3.6,5.0,0.731,9.3,1.9,1.5,0.6,1.3,5.9,10.1,Elijah Foster
4,Career,Nevada,,96,44,1152.0,3.3,6.8,0.49200000000000005,3.3,6.7,0.49700000000000005,0.0,0.1,0.0,2.3,3.1,0.733,9.3,1.5,0.8,0.5,1.8,5.4,9.0,Elijah Foster
0,2004-05,Southern Illinois,MVC,25,0,166.0,2.7,5.8,0.45799999999999996,2.7,5.8,0.45799999999999996,0.0,0.0,,0.7,1.4,0.5,5.5,1.0,0.5,0.7,2.2,6.3,6.0,Jamaal Foster
1,2005-06,Southern Illinois,MVC,33,0,466.0,2.0,4.9,0.40399999999999997,2.0,4.8,0.41100000000000003,0.0,0.1,0.0,1.8,2.7,0.677,8.0,0.9,0.1,1.8,1.8,5.3,5.8,Jamaal Foster
2,2006-07,Southern Illinois,MVC,27,0,163.0,1.5,3.2,0.462,1.5,3.2,0.462,0.0,0.0,,1.5,1.7,0.857,5.2,0.5,0.5,1.0,1.7,8.3,4.4,Jamaal Foster
3,Career,Southern Illinois,,85,0,795.0,2.0,4.7,0.426,2.0,4.7,0.43,0.0,0.1,0.0,1.5,2.2,0.682,6.9,0.9,0.3,1.4,1.9,6.1,5.5,Jamaal Foster
0,2015-16,SMU,AAC,30,1,523.0,4.2,9.7,0.433,3.2,6.7,0.483,1.0,3.1,0.325,1.8,3.7,0.5,7.7,3.1,0.8,0.8,2.1,3.7,11.2,Jarrey Foster
1,2016-17,SMU,AAC,34,32,1005.0,5.2,9.7,0.5329999999999999,3.9,6.8,0.57,1.3,2.9,0.444,1.8,3.0,0.579,7.0,2.9,0.8,1.1,1.7,3.2,13.4,Jarrey Foster
2,2017-18,SMU,AAC,19,19,616.0,6.3,13.5,0.466,5.0,9.5,0.527,1.3,4.0,0.32299999999999995,2.4,3.4,0.698,7.3,3.3,0.9,1.5,1.8,2.3,16.3,Jarrey Foster
3,2018-19,SMU,AAC,16,14,370.0,3.9,11.4,0.34299999999999997,2.7,6.9,0.391,1.2,4.4,0.268,3.0,4.0,0.757,6.2,2.6,0.8,0.9,2.5,3.9,12.0,Jarrey Foster
4,Career,SMU,,99,66,2514.0,5.1,10.9,0.465,3.9,7.5,0.516,1.2,3.4,0.353,2.1,3.4,0.621,7.1,3.0,0.8,1.1,1.9,3.2,13.4,Jarrey Foster
0,2004-05,Ohio State,Big Ten,32,12,820.0,4.1,9.4,0.435,1.1,2.3,0.45799999999999996,3.0,7.1,0.428,0.8,1.3,0.654,5.1,3.8,2.1,0.2,1.9,2.9,12.0,Je'Kel Foster
1,2005-06,Ohio State,Big Ten,32,32,1080.0,4.8,10.8,0.44299999999999995,1.9,3.7,0.525,2.9,7.1,0.401,2.1,2.6,0.8,5.1,3.7,2.7,0.2,2.3,2.6,14.5,Je'Kel Foster
2,Career,Ohio State,,64,44,1900.0,4.5,10.2,0.44,1.6,3.1,0.503,2.9,7.1,0.41200000000000003,1.5,2.0,0.76,5.1,3.7,2.4,0.2,2.1,2.7,13.4,Je'Kel Foster
0,1995-96,Texas State,Southland,26,,340.0,3.6,8.2,0.44299999999999995,3.5,8.1,0.435,0.1,0.1,1.0,2.2,4.6,0.48700000000000004,12.7,2.2,1.1,2.0,2.8,7.6,9.6,Jeff Foster
1,1996-97,Texas State,Southland,29,,637.0,5.5,10.7,0.512,5.3,10.5,0.503,0.2,0.2,1.0,4.5,6.9,0.645,13.9,1.6,1.4,2.4,3.4,5.7,15.6,Jeff Foster
2,1997-98,Texas State,Southland,28,,815.0,6.9,12.9,0.532,6.9,12.9,0.532,0.0,0.0,,3.8,6.2,0.611,14.0,2.2,1.8,1.4,3.0,,17.5,Jeff Foster
3,1998-99,Texas State,Southland,28,,787.0,7.2,14.5,0.498,7.2,14.5,0.498,0.0,0.0,,5.7,8.3,0.693,16.1,2.2,1.5,1.4,2.9,1.4,20.2,Jeff Foster
4,Career,Texas State,,111,,2579.0,6.2,12.2,0.508,6.1,12.2,0.505,0.1,0.1,1.0,4.3,6.8,0.639,14.4,2.0,1.5,1.7,3.0,,16.8,Jeff Foster
0,2014-15,Florida A&M,MEAC,28,5,438.0,1.8,8.4,0.217,1.1,4.9,0.222,0.7,3.5,0.21100000000000002,1.3,2.6,0.5,2.9,2.6,1.1,0.0,3.9,3.1,5.7,Jerran Foster
1,2015-16,Florida A&M,MEAC,28,13,420.0,2.8,8.1,0.341,1.0,2.5,0.385,1.8,5.6,0.322,0.6,1.2,0.462,2.8,3.3,0.8,0.2,2.5,2.4,7.9,Jerran Foster
2,Career,Florida A&M,,56,18,858.0,2.3,8.3,0.27699999999999997,1.0,3.7,0.275,1.3,4.5,0.278,0.9,1.9,0.488,2.8,3.0,0.9,0.1,3.2,2.8,6.8,Jerran Foster
0,2012-13,Western Illinois,Summit,31,3,400.0,2.7,8.1,0.33299999999999996,1.9,4.8,0.396,0.8,3.3,0.242,2.8,4.3,0.6509999999999999,3.2,3.1,0.6,0.0,3.9,3.2,9.0,Jordan Foster
1,2013-14,Western Illinois,Summit,30,11,476.0,2.7,7.1,0.381,1.6,4.2,0.38,1.1,2.9,0.382,1.4,1.9,0.7390000000000001,3.1,4.1,1.3,0.1,3.2,4.4,7.9,Jordan Foster
2,Career,Western Illinois,,61,14,876.0,2.7,7.5,0.358,1.7,4.5,0.38799999999999996,1.0,3.1,0.313,2.1,3.0,0.682,3.2,3.7,1.0,0.0,3.5,3.8,8.4,Jordan Foster
0,2017-18,Lamar,Southland,23,0,203.0,4.1,4.9,0.84,4.1,4.9,0.84,0.0,0.0,,2.6,5.5,0.46399999999999997,11.2,0.4,0.2,4.3,3.7,10.4,10.8,Jordan Foster
1,2018-19,Lamar,Southland,28,1,170.0,2.1,5.9,0.36,2.1,5.9,0.36,0.0,0.0,,2.4,4.0,0.588,8.7,0.7,1.2,4.7,4.0,8.0,6.6,Jordan Foster
2,Career,Lamar,,51,1,373.0,3.2,5.4,0.6,3.2,5.4,0.6,0.0,0.0,,2.5,4.8,0.511,10.1,0.5,0.6,4.5,3.9,9.3,8.9,Jordan Foster
0,2019-20,Wyoming,MWC,32,6,657.0,3.3,9.8,0.342,2.1,4.6,0.45299999999999996,1.3,5.2,0.244,1.3,1.9,0.688,4.9,2.2,0.8,0.2,1.7,3.0,9.3,Kenny Foster
1,2020-21,Wyoming,MWC,17,12,417.0,4.9,10.6,0.46399999999999997,2.4,4.6,0.521,2.5,5.9,0.419,2.5,3.5,0.722,5.9,1.4,0.6,0.7,1.2,3.1,14.8,Kenny Foster
2,Career,Wyoming,,49,18,1074.0,3.9,10.1,0.391,2.2,4.6,0.48,1.8,5.5,0.318,1.8,2.5,0.706,5.3,1.9,0.7,0.4,1.5,3.0,11.4,Kenny Foster
0,2009-10,George Mason,CAA,26,1,345.0,5.3,11.5,0.465,5.0,10.4,0.478,0.3,1.0,0.33299999999999996,2.7,4.4,0.605,9.9,0.1,0.9,1.7,2.7,4.9,13.7,Kevin Foster
1,2011-12,Fresno State,WAC,33,14,701.0,5.3,12.6,0.423,4.9,10.9,0.45,0.4,1.7,0.24100000000000002,4.1,6.2,0.667,10.2,0.2,1.3,1.5,3.4,5.6,15.1,Kevin Foster
2,2012-13,Fresno State,MWC,29,16,623.0,5.5,14.6,0.374,3.9,10.6,0.37,1.5,4.0,0.387,3.6,4.9,0.727,11.7,0.4,1.0,1.2,2.8,5.5,16.1,Kevin Foster
3,Career,Overall,,88,31,1669.0,5.4,13.1,0.41,4.6,10.7,0.426,0.8,2.4,0.34,3.6,5.3,0.677,10.7,0.3,1.1,1.4,3.0,5.4,15.2,Kevin Foster
4,,George Mason,,26,1,345.0,5.3,11.5,0.465,5.0,10.4,0.478,0.3,1.0,0.33299999999999996,2.7,4.4,0.605,9.9,0.1,0.9,1.7,2.7,4.9,13.7,Kevin Foster
