,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
0,1998-99,Montana,Big Sky,,,,,,,,,,,,,,,,,,,,,,,Ryan Slider
1,1999-00,Montana,Big Sky,22.0,22.0,,,,0.415,,,0.429,,,0.33299999999999996,,,0.6890000000000001,,,,,,,,Ryan Slider
2,2000-01,Montana,Big Sky,25.0,15.0,,,,0.5,,,0.519,,,0.4,,,0.593,,,,,,,,Ryan Slider
3,2001-02,Montana,Big Sky,29.0,16.0,584.0,5.4,10.4,0.52,5.1,9.5,0.532,0.3,0.9,0.385,4.4,7.0,0.627,8.8,2.8,1.0,0.8,3.3,4.4,15.5,Ryan Slider
4,Career,Montana,,76.0,53.0,584.0,11.5,23.4,0.493,10.4,20.5,0.508,1.1,2.9,0.381,10.0,16.0,0.627,20.7,8.7,3.1,1.8,6.8,9.0,34.1,Ryan Slider
0,2007-08,Presbyterian,Ind,30,22,666,3.0,7.6,0.39399999999999996,1.9,4.5,0.42700000000000005,1.1,3.1,0.34600000000000003,2.5,3.5,0.7120000000000001,5.6,1.6,0.8,0.2,3.5,4.6,9.6,Travis Sligh
1,2008-09,Presbyterian,Big South,29,27,763,2.5,5.3,0.47100000000000003,2.4,4.9,0.495,0.1,0.5,0.222,2.4,3.4,0.708,7.0,1.2,1.5,0.3,2.6,4.3,7.5,Travis Sligh
2,Career,Presbyterian,,59,49,1429,2.7,6.4,0.428,2.2,4.7,0.46399999999999997,0.6,1.7,0.32799999999999996,2.5,3.5,0.71,6.3,1.4,1.2,0.3,3.0,4.4,8.5,Travis Sligh
0,2016-17,UNLV,MWC,10,0,47,5.1,9.4,0.545,2.6,6.0,0.429,2.6,3.4,0.75,0.0,0.0,,4.3,0.9,0.0,0.9,0.9,1.7,12.8,Djordjije Sljivancanin
1,Career,UNLV,,10,0,47,5.1,9.4,0.545,2.6,6.0,0.429,2.6,3.4,0.75,0.0,0.0,,4.3,0.9,0.0,0.9,0.9,1.7,12.8,Djordjije Sljivancanin
0,2000-01,Saint Louis,CUSA,29,16,38,15.8,41.1,0.385,14.7,33.7,0.43799999999999994,1.1,7.4,0.14300000000000002,8.4,20.0,0.42100000000000004,43.2,30.5,7.4,0.0,23.2,37.9,41.1,Chris Sloan
1,2001-02,Saint Louis,CUSA,31,24,626,2.4,5.7,0.42700000000000005,2.4,5.2,0.457,0.1,0.5,0.125,2.5,4.1,0.609,6.3,2.0,2.4,0.6,2.7,4.9,7.4,Chris Sloan
2,2002-03,Saint Louis,CUSA,30,28,804,4.0,8.3,0.48200000000000004,3.2,6.1,0.525,0.8,2.2,0.364,2.6,3.8,0.6970000000000001,5.7,1.2,1.6,0.4,1.0,4.1,11.4,Chris Sloan
3,2003-04,Saint Louis,CUSA,32,32,1033,3.8,8.0,0.47600000000000003,2.9,5.0,0.585,0.9,2.9,0.289,3.6,4.8,0.748,5.9,2.7,1.9,0.5,1.7,3.4,12.0,Chris Sloan
4,Career,Saint Louis,,122,100,2501,3.7,8.0,0.462,3.1,5.8,0.523,0.6,2.2,0.29600000000000004,3.1,4.5,0.6809999999999999,6.5,2.5,2.0,0.5,2.1,4.5,11.1,Chris Sloan
0,2019-20,Kansas State,Big 12,32,9,623,4.2,10.1,0.41100000000000003,3.3,7.1,0.473,0.8,3.1,0.271,1.8,3.3,0.5489999999999999,2.6,4.8,1.5,0.3,3.0,2.7,11.0,David Sloan
1,2020-21,ETSU,Southern,24,15,675,5.3,12.5,0.42700000000000005,3.7,8.7,0.43200000000000005,1.6,3.9,0.415,3.6,4.8,0.741,3.1,6.1,1.1,0.1,3.6,3.7,15.8,David Sloan
2,Career,Overall,,56,24,1298,4.8,11.4,0.42,3.5,7.9,0.449,1.2,3.5,0.354,2.7,4.1,0.667,2.9,5.5,1.3,0.2,3.3,3.2,13.5,David Sloan
3,,Kansas State,,32,9,623,4.2,10.1,0.41100000000000003,3.3,7.1,0.473,0.8,3.1,0.271,1.8,3.3,0.5489999999999999,2.6,4.8,1.5,0.3,3.0,2.7,11.0,David Sloan
4,,ETSU,,24,15,675,5.3,12.5,0.42700000000000005,3.7,8.7,0.43200000000000005,1.6,3.9,0.415,3.6,4.8,0.741,3.1,6.1,1.1,0.1,3.6,3.7,15.8,David Sloan
0,2014-15,Cleveland State,Horizon,22,0,123,3.3,5.9,0.556,3.3,5.9,0.556,0.0,0.0,,1.3,2.6,0.5,5.2,1.6,0.7,1.0,1.0,7.5,7.8,Derek Sloan
1,2015-16,Cleveland State,Horizon,28,6,207,2.3,5.8,0.4,2.3,5.8,0.4,0.0,0.0,,2.3,3.7,0.632,6.6,0.8,0.8,1.2,2.7,8.5,7.0,Derek Sloan
2,2016-17,Cleveland State,Horizon,31,23,373,3.9,6.9,0.563,3.9,6.5,0.59,0.0,0.3,0.0,2.3,4.1,0.5529999999999999,8.3,1.0,2.1,2.0,1.9,9.3,10.0,Derek Sloan
3,2017-18,Cleveland State,Horizon,8,2,59,1.4,8.1,0.16699999999999998,1.4,7.5,0.182,0.0,0.7,0.0,4.7,10.8,0.43799999999999994,8.8,4.1,0.7,1.4,4.7,8.1,7.5,Derek Sloan
4,Career,Cleveland State,,89,31,762,3.1,6.5,0.484,3.1,6.3,0.5,0.0,0.2,0.0,2.3,4.3,0.5429999999999999,7.3,1.3,1.4,1.6,2.2,8.7,8.6,Derek Sloan
0,2006-07,Texas A&M,Big 12,34,0,606,4.4,9.0,0.489,3.5,6.3,0.5579999999999999,0.9,2.8,0.33299999999999996,1.8,2.8,0.667,4.2,4.0,1.6,0.1,2.7,3.0,11.6,Donald Sloan
1,2007-08,Texas A&M,Big 12,36,36,1094,4.4,10.5,0.418,3.5,7.2,0.48,0.9,3.3,0.281,2.8,4.1,0.6729999999999999,5.2,4.5,0.7,0.0,3.0,1.8,12.5,Donald Sloan
2,2008-09,Texas A&M,Big 12,34,33,1030,5.1,13.2,0.38799999999999996,4.0,9.9,0.4,1.2,3.3,0.353,4.2,5.6,0.743,4.7,4.2,0.9,0.1,2.2,1.8,15.6,Donald Sloan
3,2009-10,Texas A&M,Big 12,34,34,1130,7.1,15.9,0.444,5.4,11.4,0.47700000000000004,1.7,4.6,0.364,5.6,7.2,0.77,4.3,2.8,0.8,0.1,2.8,2.0,21.4,Donald Sloan
4,Career,Texas A&M,,138,103,3860,5.4,12.6,0.428,4.2,9.0,0.46399999999999997,1.2,3.6,0.336,3.8,5.2,0.732,4.7,3.8,0.9,0.1,2.7,2.0,15.8,Donald Sloan
0,1993-94,Loyola (IL),MW Coll,2,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,40.0,0.0,40.0,40.0,0.0,0.0,,0.0,0.0,Joe Sloan
1,Career,Loyola (IL),,2,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,40.0,0.0,40.0,40.0,0.0,0.0,,0.0,0.0,Joe Sloan
0,2007-08,Texas State,Southland,28,2,242,5.3,15.4,0.344,5.3,15.0,0.35200000000000004,0.0,0.3,0.0,7.3,10.1,0.721,10.6,1.0,0.8,1.0,3.1,7.3,17.9,Jonathan Sloan
1,2008-09,Texas State,Southland,28,0,222,5.4,12.8,0.423,5.4,12.8,0.423,0.0,0.0,,3.6,6.1,0.588,9.5,1.4,0.7,1.4,3.6,5.6,14.4,Jonathan Sloan
2,2009-10,Texas State,Southland,25,10,239,5.4,10.4,0.516,5.4,10.4,0.516,0.0,0.0,,4.9,8.2,0.5920000000000001,7.9,1.0,1.3,1.2,2.7,6.5,15.6,Jonathan Sloan
3,2010-11,Texas State,Southland,13,11,221,8.0,15.0,0.53,8.0,15.0,0.53,0.0,0.0,,3.8,6.5,0.583,10.1,1.1,1.6,0.7,3.1,6.0,19.7,Jonathan Sloan
4,Career,Texas State,,94,23,924,6.0,13.4,0.447,6.0,13.3,0.45,0.0,0.1,0.0,4.9,7.8,0.633,9.5,1.1,1.1,1.1,3.1,6.4,16.9,Jonathan Sloan
0,2001-02,TCU,CUSA,19,1,87,2.3,10.1,0.22699999999999998,2.3,10.1,0.22699999999999998,0.0,0.0,,1.4,2.3,0.6,9.2,0.9,0.9,2.8,1.8,7.4,6.0,Marcus Sloan
1,2002-03,TCU,CUSA,28,9,295,2.3,5.3,0.436,2.3,5.3,0.436,0.0,0.0,,2.4,4.7,0.514,8.4,1.4,1.4,1.6,1.6,8.0,7.1,Marcus Sloan
2,2003-04,TCU,CUSA,29,0,396,2.3,5.7,0.41100000000000003,2.3,5.7,0.41100000000000003,0.0,0.0,,1.9,3.6,0.528,10.3,0.8,1.2,1.8,1.6,5.8,6.6,Marcus Sloan
3,2004-05,TCU,CUSA,35,35,684,2.3,5.5,0.426,2.3,5.4,0.419,0.1,0.1,1.0,2.6,5.3,0.489,9.7,1.4,2.1,1.5,2.5,6.3,7.3,Marcus Sloan
4,Career,TCU,,111,45,1462,2.3,5.8,0.40299999999999997,2.3,5.7,0.4,0.0,0.0,1.0,2.3,4.5,0.506,9.6,1.2,1.6,1.7,2.0,6.5,7.0,Marcus Sloan
0,2010-11,USC Upstate,A-Sun,28,4,407,2.2,8.8,0.244,1.7,5.4,0.309,0.5,3.4,0.14300000000000002,1.8,3.1,0.563,3.9,2.6,2.2,0.0,3.9,3.3,6.6,Marquis Sloan
1,Career,USC Upstate,,28,4,407,2.2,8.8,0.244,1.7,5.4,0.309,0.5,3.4,0.14300000000000002,1.8,3.1,0.563,3.9,2.6,2.2,0.0,3.9,3.3,6.6,Marquis Sloan
0,1991-92,Bucknell,Patriot,4,,,,,0.5,,,0.5,,,,,,,,,,,,,,Matt Sloan
1,1992-93,Bucknell,Patriot,12,0.0,31.0,1.3,9.0,0.14300000000000002,1.3,9.0,0.14300000000000002,0.0,0.0,,0.0,1.3,0.0,10.3,1.3,1.3,1.3,,3.9,2.6,Matt Sloan
2,1993-94,Bucknell,Patriot,5,0.0,18.0,2.2,4.4,0.5,2.2,4.4,0.5,0.0,0.0,,4.4,8.9,0.5,2.2,0.0,4.4,0.0,,2.2,8.9,Matt Sloan
3,Career,Bucknell,,21,0.0,49.0,2.4,9.0,0.273,2.4,9.0,0.273,0.0,0.0,,1.6,4.1,0.4,10.6,1.6,2.4,0.8,,3.3,6.5,Matt Sloan
0,1996-97,North Carolina A&T,MEAC,6,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,Namon Sloan
1,Career,North Carolina A&T,,6,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,Namon Sloan
0,1994-95,UIC,MW Coll,26,23,731,7.3,17.8,0.41200000000000003,4.7,10.1,0.462,2.7,7.7,0.348,2.5,3.3,0.738,6.8,1.4,1.1,0.8,,3.7,19.8,Johnelle Sloane
1,1995-96,UIC,MW Coll,27,22,802,7.0,17.4,0.405,4.8,10.5,0.455,2.2,6.8,0.32799999999999996,2.5,3.2,0.7809999999999999,5.9,1.3,0.8,1.3,,3.3,18.8,Johnelle Sloane
2,Career,UIC,,53,45,1533,7.2,17.6,0.409,4.7,10.3,0.45799999999999996,2.5,7.3,0.33799999999999997,2.5,3.3,0.76,6.3,1.4,0.9,1.1,,3.5,19.3,Johnelle Sloane
0,1999-00,Texas A&M,Big 12,27,14,446,4.9,12.4,0.39899999999999997,4.6,11.5,0.39799999999999996,0.4,0.9,0.4,1.5,2.6,0.586,7.4,0.9,0.7,0.6,,3.9,11.7,Andy Slocum
1,2001-02,Texas A&M,Big 12,23,15,468,5.7,12.6,0.45299999999999996,5.6,12.2,0.462,0.1,0.4,0.2,1.8,3.3,0.5379999999999999,12.6,0.9,0.6,1.4,3.2,3.9,13.3,Andy Slocum
2,2002-03,Texas A&M,Big 12,14,0,228,5.8,11.6,0.5,5.8,11.4,0.508,0.0,0.2,0.0,2.3,4.2,0.542,13.7,0.5,1.1,0.5,1.9,4.6,13.9,Andy Slocum
3,2003-04,Texas A&M,Big 12,28,27,699,4.9,10.4,0.473,4.8,9.9,0.486,0.1,0.5,0.222,2.7,4.4,0.623,14.0,1.3,0.3,0.3,2.4,3.5,12.7,Andy Slocum
4,Career,Texas A&M,,92,56,1841,5.2,11.6,0.451,5.1,11.1,0.46,0.2,0.5,0.28,2.2,3.7,0.586,12.0,1.0,0.6,0.7,,3.9,12.8,Andy Slocum
0,1998-99,Georgia Southern,Southern,28,,647.0,4.0,12.1,0.32799999999999996,0.8,2.5,0.317,3.2,9.5,0.331,1.2,1.7,0.679,2.5,3.1,0.7,0.1,,1.7,12.2,Demarlo Slocum
1,1999-00,Georgia Southern,Southern,20,20.0,,,,0.436,,,0.49,,,0.402,,,0.769,,,,,,,,Demarlo Slocum
2,Career,Georgia Southern,,48,20.0,647.0,7.5,20.3,0.37200000000000005,2.3,5.7,0.413,5.2,14.6,0.35600000000000004,2.4,3.3,0.722,3.8,4.1,1.2,0.1,,1.7,22.7,Demarlo Slocum
0,2008-09,Winston-Salem,MEAC,29,29,,,,0.42200000000000004,,,0.419,,,0.5,,,0.515,,,,,,,,Jamar Slocum
1,Career,Winston-Salem,,29,29,,,,0.42200000000000004,,,0.419,,,0.5,,,0.515,,,,,,,,Jamar Slocum
0,2002-03,Mercer,A-Sun,10,0,15,5.3,26.7,0.2,2.7,13.3,0.2,2.7,13.3,0.2,16.0,21.3,0.75,24.0,2.7,0.0,0.0,5.3,13.3,29.3,Michael Slonaker
1,2004-05,Mercer,A-Sun,8,0,17,7.1,16.5,0.429,4.7,9.4,0.5,2.4,7.1,0.33299999999999996,9.4,9.4,1.0,14.1,0.0,4.7,0.0,2.4,4.7,25.9,Michael Slonaker
2,2005-06,Mercer,A-Sun,18,0,123,2.9,8.5,0.34600000000000003,2.6,4.6,0.5710000000000001,0.3,3.9,0.083,2.0,3.6,0.545,4.6,3.9,4.9,1.3,5.9,5.2,8.1,Michael Slonaker
3,2006-07,Mercer,A-Sun,19,2,128,2.5,5.3,0.47100000000000003,1.3,2.2,0.5710000000000001,1.3,3.1,0.4,1.3,2.5,0.5,3.8,3.1,1.9,0.0,3.8,5.3,7.5,Michael Slonaker
4,Career,Mercer,,55,2,283,3.1,8.5,0.36700000000000005,2.1,4.2,0.5,1.0,4.2,0.233,2.8,4.4,0.645,5.8,3.3,3.3,0.6,4.7,5.7,10.0,Michael Slonaker
0,2008-09,Kentucky,SEC,15,0,104,2.3,8.5,0.273,0.8,2.7,0.28600000000000003,1.5,5.8,0.267,2.3,2.3,1.0,6.5,3.5,1.2,0.0,0.8,4.6,8.5,Landon Slone
1,Career,Kentucky,,15,0,104,2.3,8.5,0.273,0.8,2.7,0.28600000000000003,1.5,5.8,0.267,2.3,2.3,1.0,6.5,3.5,1.2,0.0,0.8,4.6,8.5,Landon Slone
0,1995-96,Washington State,Pac-10,6,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,Steve Slotemaker
1,1996-97,Washington State,Pac-10,30,0.0,340.0,4.0,9.4,0.425,3.4,7.3,0.46799999999999997,0.6,2.1,0.278,3.8,5.6,0.667,5.8,2.0,0.8,0.5,,6.5,12.4,Steve Slotemaker
2,1997-98,Washington State,Pac-10,29,13.0,545.0,4.3,10.3,0.414,2.9,7.0,0.406,1.4,3.2,0.43200000000000005,2.4,3.4,0.7170000000000001,6.5,2.1,1.2,0.7,,6.3,12.3,Steve Slotemaker
3,1998-99,Washington State,Pac-10,26,4.0,383.0,4.3,10.4,0.41,3.4,7.3,0.47100000000000003,0.8,3.1,0.267,2.8,4.2,0.675,6.0,1.7,0.7,0.4,,5.7,12.2,Steve Slotemaker
4,Career,Washington State,,91,17.0,1268.0,4.2,10.2,0.413,3.2,7.2,0.441,1.0,2.9,0.344,2.9,4.2,0.687,6.1,2.0,1.0,0.5,,6.2,12.3,Steve Slotemaker
0,1996-97,Utah,WAC,5,0,9,4.4,13.3,0.33299999999999996,4.4,13.3,0.33299999999999996,0.0,0.0,,0.0,0.0,,13.3,4.4,4.4,4.4,,0.0,8.9,Brandon Sluga
1,1997-98,Utah,WAC,3,0,5,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,16.0,24.0,0.667,24.0,0.0,16.0,0.0,,0.0,16.0,Brandon Sluga
2,1998-99,Utah,WAC,4,0,12,3.3,6.7,0.5,3.3,6.7,0.5,0.0,0.0,,6.7,6.7,1.0,6.7,3.3,0.0,0.0,,3.3,13.3,Brandon Sluga
3,1999-00,Utah,MWC,9,0,26,4.6,10.8,0.429,4.6,10.8,0.429,0.0,0.0,,3.1,3.1,1.0,0.0,4.6,0.0,0.0,,7.7,12.3,Brandon Sluga
4,Career,Utah,,21,0,52,3.8,10.8,0.35700000000000004,3.8,10.8,0.35700000000000004,0.0,0.0,,4.6,5.4,0.857,6.2,3.8,2.3,0.8,,4.6,12.3,Brandon Sluga
0,1993-94,St. John's (NY),Big East,6,0,8,15.0,30.0,0.5,0.0,10.0,0.0,15.0,20.0,0.75,5.0,10.0,0.5,10.0,15.0,0.0,0.0,,0.0,50.0,Brad Small
1,Career,St. John's (NY),,6,0,8,15.0,30.0,0.5,0.0,10.0,0.0,15.0,20.0,0.75,5.0,10.0,0.5,10.0,15.0,0.0,0.0,,0.0,50.0,Brad Small
0,2003-04,Pitt,Big East,4,0,4,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,10.0,0.0,10.0,0.0,0.0,Charles Small
1,2004-05,Pitt,Big East,6,0,5,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,,8.0,16.0,0.5,0.0,0.0,0.0,0.0,8.0,0.0,8.0,Charles Small
2,2005-06,Pitt,Big East,8,0,9,0.0,22.2,0.0,0.0,17.8,0.0,0.0,4.4,0.0,0.0,0.0,,4.4,0.0,0.0,0.0,4.4,0.0,0.0,Charles Small
3,Career,Pitt,,18,0,18,0.0,20.0,0.0,0.0,17.8,0.0,0.0,2.2,0.0,2.2,4.4,0.5,2.2,0.0,2.2,0.0,6.7,0.0,2.2,Charles Small
0,1995-96,American,CAA,27,5.0,491,4.1,9.0,0.455,4.1,8.9,0.45899999999999996,0.0,0.1,0.0,4.3,5.7,0.757,8.1,0.7,1.4,0.5,2.2,3.0,12.5,Dave Small
1,1996-97,American,CAA,27,27.0,1008,4.3,9.1,0.47200000000000003,3.8,7.6,0.495,0.5,1.5,0.35100000000000003,3.5,5.2,0.659,7.9,2.6,1.3,0.3,3.0,2.0,12.5,Dave Small
2,1997-98,American,CAA,26,24.0,857,4.1,8.7,0.46799999999999997,3.9,7.9,0.488,0.2,0.7,0.25,3.9,5.1,0.7709999999999999,8.6,2.3,1.3,0.4,3.3,2.6,12.2,Dave Small
3,1998-99,American,CAA,28,,888,3.4,7.8,0.43700000000000006,2.8,6.5,0.431,0.6,1.4,0.467,3.1,4.0,0.775,7.3,3.1,1.8,0.2,,1.3,10.6,Dave Small
4,Career,American,,108,56.0,3244,4.0,8.6,0.45899999999999996,3.6,7.6,0.47200000000000003,0.4,1.0,0.369,3.6,4.9,0.733,7.9,2.4,1.5,0.3,,2.1,11.9,Dave Small
0,2019-20,Texas State,Sun Belt,31,31,798,5.1,9.6,0.529,4.6,8.2,0.561,0.5,1.4,0.33299999999999996,1.9,3.7,0.521,10.2,1.8,1.6,1.4,2.1,3.8,12.5,Isiah Small
1,2020-21,Texas State,Sun Belt,25,24,712,5.8,10.8,0.539,4.5,7.6,0.588,1.3,3.2,0.42100000000000004,2.3,3.3,0.7070000000000001,8.0,2.3,1.2,1.7,1.6,2.6,15.3,Isiah Small
2,Career,Texas State,,56,55,1510,5.4,10.2,0.534,4.6,7.9,0.573,0.9,2.2,0.39299999999999996,2.1,3.5,0.603,9.2,2.0,1.4,1.6,1.9,3.2,13.8,Isiah Small
0,1999-00,Iona,MAAC,16,16,,,,0.298,,,0.22899999999999998,,,0.5,,,0.55,,,,,,,,Jermaine Small
1,Career,Iona,,16,16,,,,0.298,,,0.22899999999999998,,,0.5,,,0.55,,,,,,,,Jermaine Small
0,2015-16,Oregon,Pac-12,36,0,281,2.6,6.4,0.4,2.4,5.3,0.45899999999999996,0.1,1.1,0.125,3.3,5.3,0.622,3.7,3.3,2.7,0.1,2.3,5.4,8.5,Kendall Small
1,2017-18,Pacific,WCC,19,13,516,4.7,11.5,0.41200000000000003,4.6,11.0,0.415,0.2,0.5,0.33299999999999996,2.6,4.5,0.569,3.4,4.0,2.5,0.2,3.0,4.1,12.2,Kendall Small
2,2018-19,Pacific,WCC,30,7,537,2.3,6.4,0.36,2.2,6.0,0.37,0.1,0.4,0.2,1.4,3.0,0.475,2.4,2.9,1.6,0.0,2.2,4.8,6.1,Kendall Small
3,Career,Overall,,85,20,1334,3.3,8.4,0.39399999999999996,3.2,7.8,0.408,0.1,0.6,0.21100000000000002,2.2,4.0,0.556,3.1,3.4,2.2,0.1,2.5,4.6,9.0,Kendall Small
4,,Oregon,,36,0,281,2.6,6.4,0.4,2.4,5.3,0.45899999999999996,0.1,1.1,0.125,3.3,5.3,0.622,3.7,3.3,2.7,0.1,2.3,5.4,8.5,Kendall Small
5,,Pacific,,49,20,1053,3.5,8.9,0.39299999999999996,3.4,8.5,0.39899999999999997,0.1,0.4,0.273,2.0,3.7,0.531,2.9,3.5,2.0,0.1,2.6,4.4,9.1,Kendall Small
0,2014-15,Green Bay,Horizon,20,0,134,3.6,10.7,0.33299999999999996,2.7,8.7,0.31,0.9,2.1,0.429,4.8,7.5,0.64,7.8,1.8,2.4,0.0,2.7,4.2,12.8,Khalil Small
1,2015-16,Green Bay,Horizon,36,28,859,6.1,13.4,0.456,4.2,8.7,0.484,1.9,4.7,0.406,2.9,4.1,0.708,6.0,1.8,1.6,0.5,2.2,4.8,17.0,Khalil Small
2,2016-17,Green Bay,Horizon,32,32,895,5.1,12.0,0.428,4.3,8.4,0.513,0.8,3.7,0.23199999999999998,3.4,4.2,0.8059999999999999,7.2,2.7,1.3,0.3,2.6,4.6,14.5,Khalil Small
3,2017-18,Green Bay,Horizon,33,31,1130,7.1,16.1,0.44299999999999995,5.2,11.2,0.46799999999999997,1.9,4.9,0.384,5.2,6.3,0.831,7.9,3.9,1.5,0.1,3.1,3.0,21.3,Khalil Small
4,Career,Green Bay,,121,91,3018,6.1,13.9,0.439,4.5,9.5,0.478,1.5,4.3,0.354,4.0,5.1,0.784,7.1,2.8,1.5,0.3,2.7,4.1,17.7,Khalil Small
0,1991-92,William & Mary,CAA,27,8,390,5.3,12.9,0.413,4.4,9.7,0.45299999999999996,0.9,3.2,0.29,4.3,7.0,0.618,6.9,3.4,3.0,1.0,4.4,6.1,15.9,Kurt Small
1,1992-93,William & Mary,CAA,27,13,773,6.5,14.7,0.444,5.3,11.6,0.45799999999999996,1.2,3.1,0.39,7.8,10.8,0.721,6.4,3.2,2.0,0.2,,3.7,22.0,Kurt Small
2,1993-94,William & Mary,CAA,27,20,756,7.4,17.7,0.418,5.9,13.4,0.44299999999999995,1.5,4.3,0.341,6.1,8.0,0.762,5.9,3.1,1.7,0.5,,3.2,22.4,Kurt Small
3,1994-95,William & Mary,CAA,27,27,889,7.6,18.7,0.40399999999999997,6.4,14.3,0.44799999999999995,1.2,4.5,0.263,5.5,7.5,0.735,5.9,3.0,2.0,0.4,,3.2,21.8,Kurt Small
4,Career,William & Mary,,108,68,2808,6.9,16.5,0.419,5.7,12.7,0.449,1.2,3.9,0.317,6.1,8.4,0.723,6.2,3.1,2.1,0.5,,3.7,21.2,Kurt Small
0,2007-08,Lehigh,Patriot,28,0,432,3.1,9.3,0.33,2.5,7.1,0.35100000000000003,0.6,2.1,0.261,3.6,5.4,0.672,3.4,4.5,1.3,0.0,4.4,3.9,10.3,Prentice Small
1,2008-09,Lehigh,Patriot,28,1,573,3.3,10.8,0.303,2.7,8.3,0.32799999999999996,0.6,2.5,0.222,3.7,5.3,0.6970000000000001,3.9,6.2,2.0,0.1,3.1,2.7,10.8,Prentice Small
2,2009-10,Lehigh,Patriot,31,0,262,2.4,6.9,0.35600000000000004,2.4,6.3,0.39,0.0,0.6,0.0,2.9,5.0,0.5760000000000001,2.7,6.3,1.4,0.0,3.1,4.3,7.8,Prentice Small
3,2010-11,Lehigh,Patriot,31,6,490,1.8,5.1,0.355,1.6,4.2,0.385,0.2,0.8,0.2,3.8,5.5,0.701,3.2,7.4,1.9,0.0,2.9,2.8,7.6,Prentice Small
4,Career,Lehigh,,118,7,1757,2.7,8.2,0.326,2.3,6.6,0.353,0.4,1.7,0.21899999999999997,3.6,5.3,0.675,3.4,6.1,1.7,0.0,3.4,3.3,9.3,Prentice Small
0,2019-20,Troy,Sun Belt,29,14,465,4.3,11.4,0.379,2.8,5.7,0.5,1.5,5.7,0.258,1.3,1.8,0.7140000000000001,9.3,2.6,1.0,0.3,2.1,3.9,11.4,Tahj Small
1,2020-21,Tarleton State,WAC,17,5,368,6.4,12.3,0.522,4.7,8.5,0.551,1.7,3.8,0.457,2.4,3.0,0.7859999999999999,10.8,2.9,2.3,0.3,2.5,4.9,17.0,Tahj Small
2,Career,Overall,,46,19,833,5.2,11.8,0.445,3.6,6.9,0.528,1.6,4.8,0.327,1.8,2.4,0.755,9.9,2.7,1.6,0.3,2.3,4.3,13.8,Tahj Small
3,,Troy,,29,14,465,4.3,11.4,0.379,2.8,5.7,0.5,1.5,5.7,0.258,1.3,1.8,0.7140000000000001,9.3,2.6,1.0,0.3,2.1,3.9,11.4,Tahj Small
4,,Tarleton State,,17,5,368,6.4,12.3,0.522,4.7,8.5,0.551,1.7,3.8,0.457,2.4,3.0,0.7859999999999999,10.8,2.9,2.3,0.3,2.5,4.9,17.0,Tahj Small
0,1998-99,San Diego State,WAC,20,0,142,5.9,13.0,0.457,5.1,10.1,0.5,0.8,2.8,0.3,3.1,5.6,0.55,6.8,2.3,0.0,0.3,,5.6,15.8,Walter Small
1,1999-00,San Diego State,MWC,15,0,93,6.5,16.8,0.385,5.6,13.3,0.419,0.9,3.4,0.25,4.3,5.6,0.769,9.0,0.9,0.9,1.3,,1.7,18.1,Walter Small
2,Career,San Diego State,,35,0,235,6.1,14.5,0.424,5.3,11.4,0.46299999999999997,0.9,3.1,0.278,3.6,5.6,0.636,7.7,1.7,0.3,0.7,,4.1,16.7,Walter Small
0,2003-04,Butler,Horizon,30,18,511,3.6,10.3,0.35100000000000003,1.7,5.0,0.344,1.9,5.2,0.358,0.9,1.6,0.6,5.9,0.9,0.9,0.6,1.6,4.8,10.0,Jamie Smalligan
1,2004-05,Butler,Horizon,24,12,382,4.2,9.1,0.46,2.0,3.6,0.5589999999999999,2.2,5.5,0.396,2.4,3.4,0.7190000000000001,7.7,1.2,0.6,0.8,2.1,4.5,13.0,Jamie Smalligan
2,2006-07,West Virginia,Big East,36,0,518,5.1,10.2,0.5,2.7,4.9,0.547,2.4,5.3,0.456,2.5,4.0,0.635,8.8,1.6,1.1,0.9,2.1,3.8,15.1,Jamie Smalligan
3,2007-08,West Virginia,Big East,37,35,434,2.5,8.2,0.303,1.5,2.7,0.552,1.0,5.5,0.183,1.4,1.9,0.7140000000000001,6.2,2.8,1.1,0.2,1.8,5.3,7.4,Jamie Smalligan
4,Career,Overall,,127,65,1845,3.9,9.5,0.408,2.0,4.1,0.48200000000000004,1.9,5.4,0.35100000000000003,1.8,2.7,0.664,7.2,1.6,1.0,0.7,1.9,4.6,11.4,Jamie Smalligan
5,,Butler,,54,30,893,3.9,9.8,0.39399999999999996,1.8,4.4,0.418,2.0,5.4,0.375,1.6,2.3,0.6729999999999999,6.7,1.0,0.8,0.7,1.8,4.7,11.3,Jamie Smalligan
6,,West Virginia,,73,35,952,3.9,9.3,0.42100000000000004,2.1,3.9,0.5479999999999999,1.8,5.4,0.32799999999999996,2.0,3.1,0.6579999999999999,7.6,2.1,1.1,0.6,2.0,4.5,11.6,Jamie Smalligan
